id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,year,updated_on,latitude,longitude,cluster
13433580,JH230591,4/13/2024 21:27,010XX S JEFFERSON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,124,1,28,28,7,2024,4/21/2024 15:40,41.8695289,-87.64226467,2
13428320,JH224109,4/13/2024 21:24,015XX N LAKE SHORE DR,810,THEFT,OVER $500,PARK PROPERTY,FALSE,FALSE,1824,18,43,8,6,2024,4/21/2024 15:40,41.91039448,-87.62622133,1
28070,JH224070,4/13/2024 21:24,093XX S BISHOP ST,110,HOMICIDE,FIRST DEGREE MURDER,STREET,FALSE,FALSE,2222,22,21,73,01A,2024,4/21/2024 15:40,41.72445363,-87.65910443,2
13428636,JH224482,4/13/2024 21:20,007XX S KENNETH AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1131,11,24,26,6,2024,4/21/2024 15:40,41.87097371,-87.73646893,2
13428343,JH224094,4/13/2024 21:16,006XX S HOMAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1134,11,24,27,15,2024,4/21/2024 15:40,41.87321655,-87.71077186,2
13428375,JH224136,4/13/2024 21:15,010XX N LECLAIRE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),TRUE,TRUE,1531,15,37,25,08B,2024,4/21/2024 15:40,41.8992157,-87.7532533,1
13428441,JH224138,4/13/2024 21:11,040XX S BRIGHTON PL,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,921,9,12,58,08B,2024,4/21/2024 15:40,41.82055088,-87.69172815,1
13428346,JH224097,4/13/2024 21:05,015XX S KOSTNER AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1012,10,24,29,08B,2024,4/21/2024 15:40,41.85995218,-87.73477268,1
13428351,JH224081,4/13/2024 21:01,020XX W FARGO AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,2424,24,49,1,08A,2024,4/21/2024 15:40,42.0164791,-87.68220762,1
13428419,JH224103,4/13/2024 21:00,011XX S MOZART ST,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,1135,11,28,29,08B,2024,4/21/2024 15:40,41.86780987,-87.69715941,1
13429961,JH226096,4/13/2024 21:00,085XX S GIVINS CT,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,622,6,21,71,08B,2024,4/21/2024 15:40,41.73911847,-87.64279994,1
13429623,JH225670,4/13/2024 21:00,049XX N MARINE DR,810,THEFT,OVER $500,STREET,FALSE,FALSE,2024,20,48,3,6,2024,4/21/2024 15:40,41.97185262,-87.65048914,2
13428689,JH224543,4/13/2024 21:00,058XX W WEST END AVE,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,ALLEY,FALSE,FALSE,1512,15,29,25,7,2024,4/21/2024 15:40,41.88410748,-87.77067195,2
13428358,JH224114,4/13/2024 21:00,055XX W DIVERSEY AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,TRUE,FALSE,2514,25,31,19,7,2024,4/21/2024 15:40,41.93128834,-87.7654873,2
13429158,JH225151,4/13/2024 21:00,012XX W HOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,FALSE,FALSE,2433,24,48,77,14,2024,4/21/2024 15:40,41.9936133,-87.66151681,1
13432807,JH224210,4/13/2024 21:00,083XX S BUFFALO AVE,051B,ASSAULT,AGGRAVATED - OTHER FIREARM,STREET,FALSE,TRUE,424,4,10,46,04A,2024,4/21/2024 15:40,41.74383258,-87.54424916,2
13428338,JH224098,4/13/2024 21:00,070XX S PAXTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,2024,4/21/2024 15:40,41.76678817,-87.57142335,1
13428638,JH224444,4/13/2024 21:00,002XX W 31ST ST,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,915,9,11,34,6,2024,4/21/2024 15:40,41.8382278,-87.63228237,1
13430303,JH226599,4/13/2024 21:00,063XX S CARPENTER ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,724,7,16,68,7,2024,4/21/2024 15:40,41.77885457,-87.65083565,2
13429593,JH224657,4/13/2024 20:59,011XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1824,18,2,8,11,2024,4/21/2024 15:40,41.90265577,-87.62845565,1
13428315,JH224084,4/13/2024 20:59,024XX N SACRAMENTO AVE,460,BATTERY,SIMPLE,DEPARTMENT STORE,FALSE,FALSE,1414,14,35,22,08B,2024,4/21/2024 15:40,41.92584345,-87.70234146,1
13428362,JH224080,4/13/2024 20:58,021XX W RANDOLPH ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,FALSE,FALSE,1223,12,27,28,15,2024,4/21/2024 15:40,41.88454277,-87.67978115,2
13428361,JH224072,4/13/2024 20:52,011XX S MOZART ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,TRUE,TRUE,1135,11,28,29,04B,2024,4/21/2024 15:40,41.86780987,-87.69715941,2
13428363,JH224090,4/13/2024 20:50,004XX N CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1523,15,37,25,08B,2024,4/21/2024 15:40,41.88842166,-87.76514359,1
13428438,JH224280,4/13/2024 20:47,080XX S PRINCETON AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,623,6,17,44,04A,2024,4/21/2024 15:40,41.74837984,-87.63181692,2
13428749,JH224647,4/13/2024 20:46,008XX W BUENA AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1915,19,46,3,6,2024,4/21/2024 15:40,41.9584742,-87.65087832,1
13429217,JH224411,4/13/2024 20:45,026XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,FALSE,FALSE,1935,19,43,7,11,2024,4/21/2024 15:40,41.930906,-87.64401704,1
13429216,JH224410,4/13/2024 20:45,037XX W Wrightwood Ave,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,2524,25,35,22,6,2024,4/21/2024 15:40,41.92821873,-87.71983975,0
13428275,JH224078,4/13/2024 20:43,072XX S UNIVERSITY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,FALSE,FALSE,324,3,5,69,15,2024,4/21/2024 15:40,41.76337364,-87.59700072,2
13428264,JH224062,4/13/2024 20:40,080XX S ELLIS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,631,6,8,44,14,2024,4/21/2024 15:40,41.74864114,-87.60026201,1
13428917,JH224063,4/13/2024 20:40,005XX W ROOSEVELT RD,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,124,1,28,28,08B,2024,4/21/2024 15:40,41.86725154,-87.63959443,1
13428374,JH224104,4/13/2024 20:37,136XX S BRAINARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BAR OR TAVERN,FALSE,FALSE,433,4,10,55,14,2024,4/21/2024 15:40,41.64763705,-87.5448314,1
13431237,JH227781,4/13/2024 20:36,010XX W FULTON MARKET,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1214,12,27,28,08B,2024,4/21/2024 15:40,41.88673587,-87.652465,1
13428347,JH224076,4/13/2024 20:35,066XX S PERRY AVE,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,FALSE,FALSE,722,7,6,69,26,2024,4/21/2024 15:40,41.7736009,-87.62838573,1
13428325,JH224068,4/13/2024 20:33,046XX W IRVING PARK RD,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,1722,17,45,15,08B,2024,4/21/2024 15:40,41.95344334,-87.74495705,1
13433084,JH229969,4/13/2024 20:30,054XX W HIGGINS AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1623,16,45,11,6,2024,4/21/2024 15:40,41.96882013,-87.76199172,1
13428378,JH224073,4/13/2024 20:30,022XX S WENTWORTH AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,914,9,11,34,6,2024,4/21/2024 15:40,41.85243038,-87.6320025,1
13428585,JH224437,4/13/2024 20:30,065XX S GREEN ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,723,7,16,68,6,2024,4/21/2024 15:40,41.77535904,-87.64589047,1
13428294,JH224058,4/13/2024 20:28,064XX W HIGGINS AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1613,16,41,10,6,2024,4/21/2024 15:40,41.97648999,-87.78848302,1
13428393,JH224053,4/13/2024 20:27,009XX E 104TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,512,5,9,50,08B,2024,4/21/2024 15:40,41.70567778,-87.60094436,1
13428280,JH224052,4/13/2024 20:24,011XX W ARGYLE ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,2033,20,48,3,6,2024,4/21/2024 15:40,41.9732656,-87.65832905,1
13429464,JH225500,4/13/2024 20:22,081XX S HARPER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,FALSE,FALSE,411,4,8,45,14,2024,4/21/2024 15:40,41.74737361,-87.58709886,1
13428370,JH224088,4/13/2024 20:20,037XX W 58TH PL,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,TRUE,TRUE,822,8,23,62,04A,2024,4/21/2024 15:40,41.78694792,-87.71642168,1
13428357,JH224043,4/13/2024 20:17,071XX S JEFFERY BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,TRUE,FALSE,333,3,5,43,15,2024,4/21/2024 15:40,41.76575557,-87.57629243,0
13428735,JH224620,4/13/2024 20:15,062XX W ADDISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1633,16,38,17,7,2024,4/21/2024 15:40,41.94570778,-87.78265429,2
13428321,JH224032,4/13/2024 20:08,048XX W SUPERIOR ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,1531,15,37,25,26,2024,4/21/2024 15:40,41.8940466,-87.7464391,2
13428305,JH224040,4/13/2024 20:05,060XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,711,7,16,68,15,2024,4/21/2024 15:40,41.78497384,-87.64248778,2
13428304,JH224044,4/13/2024 20:05,104XX S TORRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,434,4,10,51,14,2024,4/21/2024 15:40,41.70542631,-87.55963845,1
13428204,JH224013,4/13/2024 20:04,0000X E ROOSEVELT RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,TRUE,FALSE,123,1,4,32,11,2024,4/21/2024 15:40,41.86742869,-87.62634257,1
13428828,JH224745,4/13/2024 20:00,001XX W MADISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,122,1,34,32,14,2024,4/21/2024 15:40,41.88195123,-87.63306051,1
13428892,JH224760,4/13/2024 20:00,011XX S ST LOUIS AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,TRUE,1133,11,24,29,08B,2024,4/21/2024 15:40,41.86695524,-87.71299871,0
13428392,JH224048,4/13/2024 20:00,109XX S VERNON AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,513,5,9,49,04B,2024,4/21/2024 15:40,41.69569398,-87.61223643,1
13431934,JH228587,4/13/2024 20:00,006XX N LAKE SHORE DR,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1834,18,2,8,17,2024,4/21/2024 15:40,41.89389317,-87.61512764,1
13428710,JH224578,4/13/2024 20:00,084XX S CREGIER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,412,4,8,45,14,2024,4/21/2024 15:40,41.74222185,-87.58068018,2
13428719,JH224572,4/13/2024 20:00,002XX N LAMON AVE,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,1532,15,28,25,7,2024,4/21/2024 15:40,41.88473998,-87.74787939,2
13428480,JH224189,4/13/2024 19:54,058XX S UNION AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,711,7,16,68,04B,2024,4/21/2024 15:40,41.78840468,-87.64256829,2
13429181,JH225213,4/13/2024 19:50,055XX W CORTLAND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2532,25,37,25,14,2024,4/21/2024 15:40,41.91437932,-87.76401328,2
13428327,JH224035,4/13/2024 19:49,013XX E 47TH ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,FALSE,FALSE,222,2,4,39,6,2024,4/21/2024 15:40,41.80967067,-87.59415622,1
13428279,JH224027,4/13/2024 19:45,0000X N KOSTNER AVE,2025,NARCOTICS,POSSESS - HALLUCINOGENS,STREET,TRUE,FALSE,1115,11,28,26,18,2024,4/21/2024 15:40,41.88096591,-87.7354873,2
13428640,JH224476,4/13/2024 19:40,026XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,FALSE,FALSE,1412,14,35,22,14,2024,4/21/2024 15:40,41.92888234,-87.70754456,1
13428360,JH224031,4/13/2024 19:38,006XX E 32ND ST,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,211,2,4,35,08A,2024,4/21/2024 15:40,41.83608584,-87.61166809,1
13428281,JH224012,4/13/2024 19:33,016XX W 59TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,FALSE,714,7,16,67,14,2024,4/21/2024 15:40,41.78673532,-87.66516242,1
13431985,JH228666,4/13/2024 19:30,003XX E ONTARIO ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1834,18,2,8,08A,2024,4/21/2024 15:40,41.89342753,-87.61922809,1
13428299,JH224060,4/13/2024 19:30,034XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1925,19,44,6,11,2024,4/21/2024 15:40,41.94392055,-87.64517808,1
13428297,JH224059,4/13/2024 19:30,034XX N BROADWAY,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1925,19,44,6,6,2024,4/21/2024 15:40,41.94392055,-87.64517808,1
13428789,JH224642,4/13/2024 19:30,012XX W CATALPA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2013,20,48,77,7,2024,4/21/2024 15:40,41.98178917,-87.66068118,2
13429204,JH224562,4/13/2024 19:30,002XX S CANAL ST,810,THEFT,OVER $500,OTHER RAILROAD PROPERTY / TRAIN DEPOT,FALSE,FALSE,121,1,42,28,6,2024,4/21/2024 15:40,41.87884043,-87.63958293,1
13428175,JH223922,4/13/2024 19:30,080XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,621,6,6,71,14,2024,4/21/2024 15:40,41.74808565,-87.64396812,1
13428912,JH224005,4/13/2024 19:28,003XX E ONTARIO ST,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1834,18,2,8,08A,2024,4/21/2024 15:40,41.89342753,-87.61922809,1
13428307,JH223991,4/13/2024 19:25,024XX E 79TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,FALSE,TRUE,422,4,7,46,08B,2024,4/21/2024 15:40,41.7517514,-87.56471512,1
13428283,JH224016,4/13/2024 19:19,020XX W 63RD ST,484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",TAVERN / LIQUOR STORE,FALSE,FALSE,714,7,16,67,08B,2024,4/21/2024 15:40,41.77931045,-87.67439434,1
13431257,JH223986,4/13/2024 19:15,116XX S WALLACE ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,524,5,21,53,08B,2024,4/21/2024 15:40,41.68240087,-87.63723088,1
13429072,JH223996,4/13/2024 19:15,051XX S CAMPBELL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,923,9,14,63,08B,2024,4/21/2024 15:40,41.80034102,-87.68665955,1
13433635,JH230091,4/13/2024 19:11,061XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1711,17,50,13,6,2024,4/21/2024 15:40,41.99401984,-87.71328195,1
13428273,JH223989,4/13/2024 19:10,027XX E 75TH ST,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,TRUE,FALSE,334,3,7,43,08A,2024,4/21/2024 15:40,41.76040807,-87.5575379,1
13428194,JH223973,4/13/2024 19:07,062XX N LEAVITT ST,1570,SEX OFFENSE,PUBLIC INDECENCY,PARK PROPERTY,TRUE,FALSE,2413,24,50,2,17,2024,4/21/2024 15:40,41.99536686,-87.68490232,1
13428187,JH224009,4/13/2024 19:05,008XX N TRUMBULL AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1121,11,27,23,18,2024,4/21/2024 15:40,41.89617424,-87.71267562,0
13428216,JH223988,4/13/2024 19:05,005XX W 27TH ST,460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,914,9,11,60,08B,2024,4/21/2024 15:40,41.8444913,-87.64060373,1
13428947,JH224883,4/13/2024 19:00,006XX E 102ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,511,5,9,49,7,2024,4/21/2024 15:40,41.70922327,-87.60827276,2
13428205,JH224014,4/13/2024 19:00,055XX W SCHOOL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,TRUE,TRUE,1633,16,30,15,26,2024,4/21/2024 15:40,41.94042395,-87.76495049,1
13428776,JH224640,4/13/2024 19:00,049XX W PENSACOLA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1624,16,45,15,7,2024,4/21/2024 15:40,41.95977238,-87.75050942,2
13432433,JH229212,4/13/2024 19:00,081XX S BURNHAM AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,422,4,7,46,6,2024,4/21/2024 15:40,41.7473077,-87.55645337,2
13429415,JH225292,4/13/2024 19:00,028XX N CLARK ST,810,THEFT,OVER $500,DEPARTMENT STORE,FALSE,TRUE,1934,19,44,6,6,2024,4/21/2024 15:40,41.93358238,-87.64551708,1
13428302,JH224065,4/13/2024 19:00,006XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL / MOTEL,FALSE,FALSE,1832,18,42,8,11,2024,4/21/2024 15:40,41.8926701,-87.62810635,1
13428331,JH223970,4/13/2024 19:00,024XX W CHICAGO AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,1221,12,36,24,6,2024,4/21/2024 15:40,41.8957324,-87.68778438,1
13428755,JH224648,4/13/2024 19:00,055XX W JACKSON BLVD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,TRUE,1522,15,29,25,7,2024,4/21/2024 15:40,41.87655258,-87.76344217,2
13429067,JH223962,4/13/2024 18:55,047XX S MORGAN ST,330,ROBBERY,AGGRAVATED,STREET,FALSE,FALSE,933,9,20,61,3,2024,4/21/2024 15:40,41.80751852,-87.65035543,0
13428289,JH224024,4/13/2024 18:50,002XX N LA SALLE ST,1536,PUBLIC INDECENCY,LICENSED PREMISE,CTA STATION,TRUE,FALSE,122,1,42,32,17,2024,4/21/2024 15:40,41.88590199,-87.63245549,1
13431459,JH227207,4/13/2024 18:45,047XX N WINTHROP AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1914,19,46,3,11,2024,4/21/2024 15:40,41.96788552,-87.65761733,1
13429060,JH224051,4/13/2024 18:45,004XX S CENTRAL AVE,031A,ROBBERY,ARMED - HANDGUN,PARK PROPERTY,FALSE,FALSE,1513,15,29,25,3,2024,4/21/2024 15:40,41.87440981,-87.76464718,0
13428355,JH223984,4/13/2024 18:45,001XX N HOYNE AVE,560,ASSAULT,SIMPLE,CHA APARTMENT,TRUE,TRUE,1223,12,27,28,08A,2024,4/21/2024 15:40,41.88366372,-87.67914379,1
13428266,JH223958,4/13/2024 18:44,003XX S MICHIGAN AVE,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,113,1,34,32,08A,2024,4/21/2024 15:40,41.8778443,-87.62431101,2
13432246,JH229071,4/13/2024 18:42,076XX S HONORE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,611,6,17,71,26,2024,4/21/2024 15:40,41.75511672,-87.66962821,1
13428253,JH223975,4/13/2024 18:41,061XX S EBERHART AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,TRUE,313,3,20,42,04A,2024,4/21/2024 15:40,41.78295297,-87.61326517,1
13429826,JH225801,4/13/2024 18:40,062XX N BROADWAY,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2433,24,48,77,6,2024,4/21/2024 15:40,41.99519306,-87.66042601,1
13428169,JH223955,4/13/2024 18:40,034XX W 38TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,911,9,12,58,04A,2024,4/21/2024 15:40,41.82340762,-87.71066759,2
13428158,JH223936,4/13/2024 18:40,056XX N ST LOUIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1711,17,39,13,08B,2024,4/21/2024 15:40,41.9836489,-87.71622203,1
13428171,JH223967,4/13/2024 18:40,051XX N LEAVITT ST,460,BATTERY,SIMPLE,PARK PROPERTY,FALSE,FALSE,2031,20,40,4,08B,2024,4/21/2024 15:40,41.97426293,-87.68423016,1
13428197,JH224018,4/13/2024 18:40,022XX S DAMEN AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1034,10,25,31,08B,2024,4/21/2024 15:40,41.85104295,-87.67580585,2
13428272,JH223978,4/13/2024 18:40,073XX S RHODES AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,FALSE,TRUE,323,3,6,69,04A,2024,4/21/2024 15:40,41.76146255,-87.61153721,1
13428376,JH223943,4/13/2024 18:40,014XX W FILLMORE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1231,12,28,28,7,2024,4/21/2024 15:40,41.86852607,-87.66289788,2
13428178,JH223944,4/13/2024 18:30,012XX N LARRABEE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,FALSE,FALSE,1822,18,27,8,14,2024,4/21/2024 15:40,41.90399688,-87.64323024,1
13428953,JH224846,4/13/2024 18:30,013XX N HARDING AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2535,25,36,23,6,2024,4/21/2024 15:40,41.90589539,-87.72518183,2
13429084,JH225041,4/13/2024 18:30,003XX N CENTRAL AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,1512,15,29,25,08B,2024,4/21/2024 15:40,41.88666507,-87.76508938,0
13428354,JH224056,4/13/2024 18:30,040XX N KEYSTONE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1722,17,39,16,08B,2024,4/21/2024 15:40,41.95436882,-87.72923579,0
13428286,JH223959,4/13/2024 18:30,020XX W 57TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,715,7,15,67,04A,2024,4/21/2024 15:40,41.7902646,-87.6746892,2
13428815,JH224688,4/13/2024 18:30,003XX S DAMEN AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1225,12,27,28,6,2024,4/21/2024 15:40,41.87716145,-87.67653695,1
13428265,JH223931,4/13/2024 18:17,008XX W NEWPORT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,1924,19,44,6,26,2024,4/21/2024 15:40,41.94451603,-87.65022955,1
13428333,JH223926,4/13/2024 18:15,003XX N DESPLAINES ST,860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,1214,12,34,28,6,2024,4/21/2024 15:40,41.88852595,-87.64432226,1
13429242,JH224106,4/13/2024 18:10,076XX S LOOMIS BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,612,6,17,71,04A,2024,4/21/2024 15:40,41.75522329,-87.65871285,2
13428254,JH223930,4/13/2024 18:06,001XX E CHICAGO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,2,8,6,2024,4/21/2024 15:40,41.89671455,-87.62534014,1
13428145,JH223913,4/13/2024 18:04,118XX S JUSTINE ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,524,5,21,53,5,2024,4/21/2024 15:40,41.67881094,-87.66021068,1
13428218,JH223919,4/13/2024 18:03,048XX N SHERIDAN RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2024,20,46,3,08B,2024,4/21/2024 15:40,41.96976262,-87.65483589,1
13428120,JH223927,4/13/2024 18:02,018XX N CLARK ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1814,18,43,7,08A,2024,4/21/2024 15:40,41.91600278,-87.63459159,1
13428377,JH223891,4/13/2024 18:01,018XX S PEORIA ST,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,APARTMENT,FALSE,TRUE,1235,12,25,31,26,2024,4/21/2024 15:40,41.85776468,-87.648283,1
13429075,JH225045,4/13/2024 18:00,114XX S EDBROOKE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,FALSE,FALSE,531,5,9,49,04A,2024,4/21/2024 15:40,41.68686938,-87.61945578,0
13428268,JH223899,4/13/2024 18:00,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,123,1,34,32,6,2024,4/21/2024 15:40,41.86821682,-87.6304532,1
13428135,JH223963,4/13/2024 18:00,088XX S BUFFALO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,424,4,10,46,14,2024,4/21/2024 15:40,41.73507387,-87.54441134,1
13429600,JH224753,4/13/2024 18:00,042XX W DIVISION ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2534,25,37,23,7,2024,4/21/2024 15:40,41.90258013,-87.73191354,2
